mob_id,mob_name,death_msg_id,sentence
481,orc shaman,1737,"The orc shaman shrieks in agony, and falls dead!"
482,black orc boss,1738,"The black orc boss roars in fury, coughs up blood, and falls dead!"
483,worker ant,1741,"The fire ant worker collapses, fluid oozing from its carapace."
484,soldier ant,1742,"The fire ant soldier snaps at you, stumbles, and is still!"
485,queen ant,1746,"The queen ant chitters madly, and collapses!"
486,Leo the Quick,1747,"The bandit lord clutches his gut, spits up blood, and falls dead!"
487,dark apprentice,1758,"The dark apprentice is shrouded by a dark aura, and falls dead!"
488,dark monk,714,"The dark monk bursts into black flame, and vanishes!"
489,dark mystic,1759,"The dark mystic shrieks in agony, and bursts into shadowy flames!"
490,dread mystic,1760,"The dread mystic chants an unholy chant, and steps into the shadows!"
491,flesh golem,1773,"The flesh golem moans, collapses, and begins to decompose!"
492,zombie,8247,The zombie collapses without a sound.
493,ju-ju zombie,1774,"The ju-ju zombie falls dead, uttering a low moan."
494,necromancer,1855,"The necromancer pleads to the Dark One for aid, and falls dead!"
495,crazed lunatic,861,"The crazed lunatic hugs his dead cat, and dies."
496,depraved murderer,859,"The depraved murderer laugh maniacally, and coughs up blood!"
497,twisted guard,1798,"The twisted guard froths at the mouth, shrieks, and falls dead!"
498,insane mage,1799,"The insane mage cackles in madness, and falls twitching!"
499,old man,1800,"The madman breaths his last breath, and falls dead."
500,foul creation,1801,The foul creation falls with a heavy thump.
501,chaos demonling,1802,"The demonling screeches loudly, and falls oozing slime!"
502,abomination,1804,"The abomination roars in agony, vomits up blood, and dies!"
503,shadow guard,1826,The shadow guard fades into nothingness.
506,duergar captain,1638,"The duergar spits up blood, and falls dead!"
508,Tyrannosaur,3083,The lizard stumbles to the ground with a loud crash!
509,tetraraptor,1167,"The lizard hisses at you, and dies."
510,ruby guardian,2633,The guardian shatters into a thousand pieces!
511,zapsalis,3084,The lizard falls dead to the ground.
512,pteranodon,3084,The lizard falls dead to the ground.
513,topaz guardian,2633,The guardian shatters into a thousand pieces!
514,Tyrannosaur,3083,The lizard stumbles to the ground with a loud crash!
515,deinodon,3083,The lizard stumbles to the ground with a loud crash!
516,amber guardian,2633,The guardian shatters into a thousand pieces!
517,horned demon,3113,The demon falls over dead with a loud thud!
518,flaming mammoth,3113,The demon falls over dead with a loud thud!
519,emerald guardian,2633,The guardian shatters into a thousand pieces!
520,ankylosaur,3084,The lizard falls dead to the ground.
521,stegosaur,3085,The lizard falls to the ground with a loud crash!
522,sapphire guardian,2633,The guardian shatters into a thousand pieces!
523,deinonychus,3084,The lizard falls dead to the ground.
524,tetraraptor,1167,"The lizard hisses at you, and dies."
525,amethyst guardian,2633,The guardian shatters into a thousand pieces!
526,disenchanter,3098,With his dying breath the witchunter swings at you in vain.
527,eradicator,8241,"The guardsman utters a sharp cry, and collapses."
528,onyx guardian,2633,The guardian shatters into a thousand pieces!
529,demonhunter,3098,With his dying breath the witchunter swings at you in vain.
530,Crazed Inquisitor,3099,A look of peace comes over the madman's face as he dies.
531,silver guardian,2633,The guardian shatters into a thousand pieces!
532,Inquisitor Fulgore,1800,"The madman breaths his last breath, and falls dead."
533,flaming zombie,3110,The zombie explodes in a flurry of body parts!
534,gold guardian,2633,The guardian shatters into a thousand pieces!
535,flaming waist,3111,The body parts suddenly combust in a furious explosion!
536,flaming torso,3111,The body parts suddenly combust in a furious explosion!
537,diamond guardian,2633,The guardian shatters into a thousand pieces!
538,guardsman,8241,"The guardsman utters a sharp cry, and collapses."
540,Vashti,3448,"With an ear-crushing wail, the lady of fire vanishes!"
541,Vasili,3448,"With an ear-crushing wail, the lady of fire vanishes!"
543,Cygani,27,The giant rat falls to the ground with a tortured squeak.
544,platinum knight,2760,"The knight falls to the ground, now a pile of bone and metal."
545,Old Mother Woodard,3475,The old woman calls out to her husband before dying.
546,Farmer Woodard,2836,The old man lets out a ragged cough with his dying breath.
547,necromancer,1855,"The necromancer pleads to the Dark One for aid, and falls dead!"
553,nekojin traveler,1989,"The nekojin hisses in pain and fury, and collapses!"
554,nekojin elder,1989,"The nekojin hisses in pain and fury, and collapses!"
555,nekojin,1989,"The nekojin hisses in pain and fury, and collapses!"
556,nekojin guardian,1989,"The nekojin hisses in pain and fury, and collapses!"
557,stronghold guard,1991,"The stronghold guard clutches his stomach, and falls dead."
558,guard sergeant,1994,"The sergeant of the guards yells for aid, and falls dead!"
562,beautiful woman,1996,The illusion vanishes in a flash!
563,handsome man,1996,The illusion vanishes in a flash!
564,rakshasha,1998,"The rakshasha roars in fury, and vanishes in a puff of flame!"
565,rakshasha rukh,1998,"The rakshasha roars in fury, and vanishes in a puff of flame!"
566,rakshasha sage,1998,"The rakshasha roars in fury, and vanishes in a puff of flame!"
567,rakshasha rajah,2001,"The rakshasha rajah screams in frustration, and vanishes!"
569,saracen raider,2017,"The saracen howls in pain, and falls dead!"
570,saracen leader,2017,"The saracen howls in pain, and falls dead!"
571,giant roc,2027,"The roc, gravely wounded, screeches and flies off into the sky."
572,black asp,378,"The serpent hisses, and dies."
573,giant scorpion,1584,"The scorpion shudders and falls dead, leaking black fluid."
574,sandworm,2029,"The sandworm starts whipping about in pain, then lays still."
575,dustdevil,2031,The dustdevil shudders and vanishes into the sand.
576,nomad,2033,"The nomad grunts in agony, spits up blood, and falls dead."
577,saracen zealot,2036,"The zealot shrieks to his god for aid, and falls dead!"
578,saracen high priest,2046,"The high priest shrieks to his god, and falls dead!"
579,spiny tentacle,2051,"The spiny tentacle slumps to the ground, and snaps back into the wall."
580,hideous abomination,2052,"The hideous abomination grunts, and draws back into its hole!"
582,jackal-headed warrior,2058,"The animal-headed man makes a gurgling sound, and falls dead!"
583,falcon-headed warrior,2058,"The animal-headed man makes a gurgling sound, and falls dead!"
584,serpent-headed warrior,2058,"The animal-headed man makes a gurgling sound, and falls dead!"
585,undead priest,2084,The undead priest explodes in a shower of dust and bone.
586,manscorpion,2059,"The manscorpion hisses in pain, and slumps to the ground."
587,manscorpion shaman,2059,"The manscorpion hisses in pain, and slumps to the ground."
588,manscorpion king,2060,The manscorpion king erupts in a flash of conflicting elements!
589,hydra,2062,The hydra falls dead with a thundrous crash!
590,hydra head,2068,"The head slumps down, bleeding and ruined."
591,wraith,1933,"The wraith loses its form, and vanishes into the wind!"
592,shade,8262,The shade vanishes with an eerie wail.
593,spectre,1934,"The spectre shrieks in fury, and fades from view!"
594,Pharaoh Rastep,2069,"With a gasp, the pharaoh slumps to the ground, defeated!"
595,dying pharaoh,2071,The pharaoh crumbles into dust.
596,grey portal,2072,The swirling grey portal folds in upon itself with a groan.
597,Dao Lord,2075,The Dao Lord explodes in a shower of energy and matter!
599,huge fungus creature,2086,The fungus beast regenerates!
601,saracen raider,2017,"The saracen howls in pain, and falls dead!"
602,saracen commander,2017,"The saracen howls in pain, and falls dead!"
604,nekojin priestess,1989,"The nekojin hisses in pain and fury, and collapses!"
609,Argak the Grey,3101,The druid bows and disappears into an elemental rift!
610,Choira Pyromancer,3101,The druid bows and disappears into an elemental rift!
611,Lallim Whitemane,3101,The druid bows and disappears into an elemental rift!
612,Sharh'Kur,3101,The druid bows and disappears into an elemental rift!
614,tasloi villager,2131,"The tasloi villager falls to the ground, his eyes glazed over."
615,tasloi hunter,2133,"The tasloi hunter falls backward, dead."
616,tasloi chief,2136,"The tasloi chief topples to the ground, dead."
617,tasloi animal master,2127,The tasloi animal master drops to his knees and falls forward.
618,giant wasp,2125,The giant wasp's wings seize as a death spasm rips through its body.
619,tasloi shaman,2123,"The tasloi shaman gives you an evil look, then dies."
620,wild spider,2120,The wild spider spasms sharply and its legs curl underneath itself.
621,trained spider,2129,The trained spider spasms sharply and its legs curl underneath itself.
622,massive fanged spider,2118,The massive fanged spider spasms sharply and its legs curl underneath.
623,tasloi warrior,2138,The tasloi warrior slumps to the ground.
624,hanging cocoon,2145,The cocoon rips open!
625,electric eel,2161,The electric eel writhes in agony!
626,albino salamander,2158,"The albino salamander slumps to the ground, dead."
627,giant oyster,2159,The giant oyster topples over!
628,giant crab,2163,The giant crab topples over!
629,river ray,2219,"The river ray collapses, folding its wing-like fins inward!"
630,spider crab,2165,The spider crab shrieks hideously!
631,lantern fish,2176,The lantern fish thrashes about and dies!
632,parasite,2178,The parasite bursts open!
633,crimson priest,3120,The crazed priest howls in agony and bursts in to flame!
634,giant war dog,2184,The giant war dog lets out a yelp and dies!
635,tunnel horror,2186,The tunnel horror's carapace shatters as it falls dead.
636,tentacled mass,2188,The tentacled mass writhes in agony and dies!
637,storm giant king,2190,The storm giant king roars and explodes into a wave of lightning!
638,storm giant,2192,The storm giant shudders and falls lifeless to the ground!
639,storm giant commander,2194,The storm giant commander explodes in a shower of sparks!
640,stone giant shaman,2196,The stone giant shaman turns to rubble with the killing blow!
641,stone giant,2198,The stone giant turns ashen as he dies!
642,stone giant chieftain,2200,The stone giant chieftain roars in shock as he turns to stone!
643,giant skeleton,2202,"Its light extinguished, the giant skeleton turns to dust."
644,pyrotrice,2204,"With the killing blow, the pyrotrice squeals and turns to ash."
645,hill giant shaman,2206,The hill giant shaman lets out a yell and falls lifeless.
646,hill giant,2208,The hill giant falls to the ground with a crash and dies!
647,hill giant chieftan,2210,The hill giant chieftain dies with a resounding thud!
648,devourer,2211,"The devourer roars in pain, then dies!"
649,aged earth dragon,2213,The aged earth dragon shrieks in rage and explodes!
650,cockatrice,2215,The cockatrice squawks loudly then turns to stone!
651,slimeworm,2217,The slimeworm collapses!
652,amazon,2230,"The amazon lets out a cry, then falls lifeless."
653,amazon warrior,2231,"The amazon warrior shrieks in disbelief, then drops to the ground!"
654,amazon shaman,2232,The amazon shaman emits a shrill cry and falls to the ground.
655,amazon guard,2233,"The amazon guard drops to the ground, eyes staring blankly at you."
656,amazon battle master,2234,The amazon battle trainer vanishes into a cloud of smoke!
657,male slave,2236,"The male slave gets a peaceful look, then dies."
659,gorilla,2273,The gorilla lets out one final grunt and tumbles to the ground.
660,gorilla,2273,The gorilla lets out one final grunt and tumbles to the ground.
661,blood hawk,2276,The blood hawk crashes to the ground.
662,leafling,2280,The leafling falls to the ground with a thud.
663,insect swarm,2282,The swarm disperses back into the jungle as quickly as it formed.
664,whipvine,2286,The whipvine retracts back under the ground to await an easier victim.
665,constrictor,378,"The serpent hisses, and dies."
666,dae asp,2291,The dae asp drops limply to the ground lifeless.
667,shadow frog,2293,The shadow frog slumps into a lifeless heap.
668,jeweled viper,2311,The jeweled viper shatters into millions of pieces.
669,silver cobra,2313,The silver cobra expires with a hiss.
670,grall,2315,The grall emits a final roar and transforms to vapor!
671,moss zombie,2317,The mosses of the zombie explode as its soul is released.
672,whipvine,2319,The whipvine retracts back under the ground to await an easier victim.
673,tasloi scout,2323,"The tasloi scout falls backward, dead."
674,hanging cocoon,2145,The cocoon rips open!
675,hanging cocoon,2145,The cocoon rips open!
676,magma golem,2464,The magma golem stops glowing and turns into a pile of ash!
677,fire toad,2465,"The toad lets out a belch of fire, and collapses into a heap."
678,pyrogoyle,2466,THe pyrogoyle screeches loudly and explodes into a cloud of sulphur!
679,lava imp,932,"The imp squeals loudly, and disappears in a flash of flame!"
680,greater salamander,2467,The greater salamander slumps over and bursts into flame.
681,pyrimera,2478,"The heads of the pyrimera roar in final agony, then slump forward."
682,flame elemental,417,"The flame elemental utters an eerie wail, and dissipates!"
683,fire knight,2494,"The fire knight vanishes, its flame extinguished."
685,giant efreeti,1558,"The efreeti roars, and disappears in a whirlwind of fire!"
686,sand crab,2353,The sand crab splits open.
687,sandworm,2029,"The sandworm starts whipping about in pain, then lays still."
688,seagull,2359,The seagull squawks loudly and furiously as its life ends.
689,green tortoise,2363,"The green tortoise falls slowly to the ground, and shuts its eyes."
690,ocean hawk,2366,The ocean hawk spirals to the ground.
691,king crab,2370,"The king crab's shell splits open, and he collapses."
692,giant river turtle,2373,The giant river turtle's shell cracks open with a loud pop!
693,behemoth hellhound,2496,"The behemoth hellhound lets out a monstrous wail, then dies."
700,dark phoenix,2502,The dark phoenix lets out a death wail and bursts into flame!
701,mamba,2402,"The mamba dies, its corpse turning to ash and disappears in seconds."
702,bone warrior,2407,The bone warrior falls to the ground in a dismantled heap!
703,ancestral guardian,2409,The ancestral guardian dissipates into the air!
704,crane spirit,2411,A squawk erupts from the crane spirit as it leaves this world.
705,flesh ripper,2414,A hideous howl comes from the flesh ripper as you end its life.
706,gorilla spirit,2417,A howl erupts from the gorilla spirit as it leaves this world.
707,monkey spirit,2419,A squeal erupts from the monkey spirit as it leaves this world.
710,sahuagin shaman,2431,The sahuagin falls down in a bloodied heap.
711,sahuagin,2434,The sahuagin falls down in a bloodied heap.
712,sahuagin warrior,2434,The sahuagin falls down in a bloodied heap.
713,coral lobster,2436,The coral lobster falls dead!
714,brine hag,2438,A shrill scream fills the air as the brine hag falls to the ground!
716,gnome merchant,2480,The merchant curses at you and disappears in a puff of smoke!
717,Sylk,2488,Sylk shows a wry smile and disappears in a flash of bright light.
719,deranged priest,2497,"The deranged priest shouts out some gibberish, falling to the ground dead."
720,gibbering mage,2515,"The gibbering mage cries out in some unknown language, and falls dead."
721,large red demonling,2504,The demonling lets out a horrid shriek and melts into a pile of acid!
722,Putakwa,2541,Putakwa disappears through the bottom of his tub.
724,orc warlord,1903,"The orc warlord roars in fury, spits up black blood, and falls dead!"
725,orc captain,1904,"The orc captain cries out for his troops, and collapses!"
726,ogre gladiator,1005,"The ogre roars in pain, and topples to the ground!"
727,orc lieutenant,8270,"The orc lieutenant utters a low growl, and dies."
728,orc warrior,1905,"The orc warrior slips in his own blood, and falls dead."
729,orc fanatic,2571,The orc fanatic dies gurgling on its own froth.
730,orc trainee,2572,The orc trainee falls dead holding its wounds.
731,nanati,2573,The nanati lets out a shriek and fades away!
732,nanati,2573,The nanati lets out a shriek and fades away!
733,nanati sorceress,2573,The nanati lets out a shriek and fades away!
734,nanati deathweaver,2573,The nanati lets out a shriek and fades away!
735,nanati bladesman,2573,The nanati lets out a shriek and fades away!
736,nanati shadow,2573,The nanati lets out a shriek and fades away!
737,dark assassin,397,The dark assassin spits up blood and dies!
738,dark stalker,2582,The stalker chokes on its last breath and dies!
739,dark nightblade,2583,"As the nightblade succumbs to death, its body disappears!"
740,master assassin,2584,"For a moment the dark mistress looks dazed, then falls to the ground."
741,yeti,205,The large yeti collapses with a deafening howl.
742,ice golem,215,The ice golem collapses and shatters into hundreds of icy shards.
743,ice wraith,2588,The ice wraith lets out a frigid moan and vanishes!
744,amazon shopkeeper,844,"The shopkeeper utters one last pathetic whine, and dies."
745,dying master assassin,2615,The master assassin spits up blood and dies!
746,stronghold guard,1991,"The stronghold guard clutches his stomach, and falls dead."
747,massive white dragon,2600,"The white dragon lets out a bellow of rage, before falling dead!"
748,mule,2814,The poor farm animal dies without a sound.
751,lady of the dark,2617,The lady of the dark lets out a unearthly wail before vanishing!
752,orc warrior,1905,"The orc warrior slips in his own blood, and falls dead."
753,orc fanatic,2571,The orc fanatic dies gurgling on its own froth.
754,orc trainee,2572,The orc trainee falls dead holding its wounds.
755,Enigma Lord,2832,"The Enigma Lord grins at you evilly, moving to a fighting stance."
756,frost giant,2657,The frost giant lets out a final anguished cry and crashes to the floor.
757,elite guardsman,2658,"The guardsman utters a sharp cry, and collapses."
758,skeleton,8245,The skeleton crumbles into a pile of dust.
759,zombie,8247,The zombie collapses without a sound.
760,shade,8262,The shade vanishes with an eerie wail.
761,ghoul,8264,The ghoul collapses in a filthy heap.
762,wight,8266,The wight collapses into a broken heap.
763,skeletal warrior,8419,"The skeletal warrior falters, then collapses in a heap."
764,moaning spirit,8422,"The spirit gasps loudly, sighs, and disappears."
765,banshee,8422,"The spirit gasps loudly, sighs, and disappears."
766,ghost,1029,"The ghost sighs in relief, and vanishes."
767,shadowraith,1043,"The shadowraith splinters, and dissolves into the shadows."
768,barrow wight,1519,"The barrow wight's robe falls to the ground, suddenly empty."
769,zombie cat,1717,"The zombie cat coughs up a hairball, and falls lifelessly."
770,undead priest,2084,The undead priest explodes in a shower of dust and bone.
771,tortured spirit,1521,"The tortured spirit vanishes quickly, a slight smile on its face."
772,ju-ju zombie,1774,"The ju-ju zombie falls dead, uttering a low moan."
773,necromancer,1855,"The necromancer pleads to the Dark One for aid, and falls dead!"
774,giant skeleton,2202,"Its light extinguished, the giant skeleton turns to dust."
775,bone warrior,2407,The bone warrior falls to the ground in a dismantled heap!
776,filthy beggar,2704,The pitiful begger lets out a hacking cough and drops dead
777,depraved murderer,859,"The depraved murderer laugh maniacally, and coughs up blood!"
778,mangy dog,8352,"The dog yelps loudly, and dies."
779,dread planewalker,2661,The planewalker lets out a shriek and shatters into a thousand pieces.
780,townsman,2663,The townsman reaches for you before falling to the ground.
781,drunken brawler,857,"The drunken brawler vomits all over himself, and collapses."
782,townswoman,2662,The woman shrieks for aid and falls to the ground.
784,Mayor Godfrey,2666,The mayor dies with a shocked look on his face.
785,troll,8572,"The troll spits up some black blood, and dies!"
786,black cat,2668,The black cat gives you an evil eye before dying.
787,mercenary healer,323,The healer disappears in a flash!
788,mangy dog,8352,"The dog yelps loudly, and dies."
790,gravedigger,2679,"The gravedigger has a look of peace as he falls, lifeless"
791,roc,178,"The roc lets out a high pitched scream, and falls to the floor, lifeless."
792,giant roc,2027,"The roc, gravely wounded, screeches and flies off into the sky."
793,lonely traveler,2735,The traveler begins to change!
794,lonely traveler,2735,The traveler begins to change!
795,dirty farmer,2726,The farmer lets out a sigh of relief and falls lifeless.
796,myrmidon,2727,"The myrmidon crumbles into a bloody heap, clutching at you in vain."
797,rogue,2738,"The thief spews up blood before dying, his cold eyes fixed on you."
798,rubicant,2739,"His magic vanquished, the warlock becomes a lifeless pile."
799,sorcerer,2730,The magi lets out a gurgle before becoming a pile of black dust.
800,sage,2732,The smell of winter fills your nostrils as the sage dies at your feet.
801,ogre zombie,2733,The massive zombie releases an awful stench as it collapses.
802,rabid dire wolf,8364,"The dire wolf utters a low growl, and dies."
803,boneless zombie,2741,The boneless zombie falls into a wretched pile of gore.
804,skeletal acid beast,2742,The beast collapses in a heap of broken bones.
805,scarab swarm,2744,The scarab vanishes in search of easier pickings.
806,weeping apparition,2745,The apparition lets out a howl before it withers into oblivion
807,wolfman,2762,The wolfman lets out a final anguished howl before collapsing.
808,vampire fledgling,2747,The vampire snarls at you evilly and flees!
809,Death Shrieker,8422,"The spirit gasps loudly, sighs, and disappears."
810,nightshade,2759,The nightshade wails as it turns to dust.
811,Bloody Executioner,2753,With an awful cackle the madman sheds his clothes and vanishes!
812,sdfsdfsfs,2760,"The knight falls to the ground, now a pile of bone and metal."
813,rotting beholder,2761,The undead sphere explodes and a corrupt stench is released.
814,skeletal steed,2764,The steed lets out a ghastly shriek and crumbles.
815,dark treant,973,"The treant lets out a resounding moan, and collapses with a crash!"
816,midnight unicorn,2765,The evil horse lets out one last breath of fire before dying.
817,Banished One,2766,A cry of immense horror escapes the lips of the gypsy.
818,hanging tree,2769,The massive tree shudders and begins to fall!
819,black rosebush,251,The vampire rosebush is destroyed in a flurry of leaves.
820,clawed beast man,2775,With a wounded howl the beast falls dead at your feet.
821,groaning cloud,3034,The chilling cloud dissipates into nothing!
822,scythe skeleton,2776,"The macabre skeleton collapses to the ground, a pile of yellow dust."
823,bone snake,2777,The bone snake shatters into thousands of pieces.
824,vampiric mist,2783,"Knowing certain doom, the mist flies with breakneck speed away from harm!"
825,drooling blood ghoul,2778,"Showering you with blood, the ghoul dies in a heap of skin and bones"
826,spirit assassin,2782,The assassin swings at you one last time before vanishing.
827,bone warrior,2407,The bone warrior falls to the ground in a dismantled heap!
828,wraith,1933,"The wraith loses its form, and vanishes into the wind!"
829,flesh golem,1773,"The flesh golem moans, collapses, and begins to decompose!"
830,spectre,1934,"The spectre shrieks in fury, and fades from view!"
831,Spirit of Draka,2784,Draka's eyes fill with vengence he lets out a feral hiss and vanishes.
832,vampire bat,907,"The vampire bat utters a heart-wrenching shriek, and falls dead!"
833,vampire magus,2785,The vampire growls at you and turns into a mist!
834,vampire acolyte,2785,The vampire growls at you and turns into a mist!
835,vampire elder,2785,The vampire growls at you and turns into a mist!
836,Ozrinom the Vampire Lord,2786,With a cackle the vampire turns into a mist and vanishes!
837,Death Mist of Ozrinom,2783,"Knowing certain doom, the mist flies with breakneck speed away from harm!"
838,gremlin,2812,With a horrid shriek the gremlin vanishes in a flash of acrid smoke!
839,Scarecrow,2813,"The scarecrow's lifeforce vanquished, it turns into a pile of straw."
840,famished cow,2814,The poor farm animal dies without a sound.
841,starving pig,2814,The poor farm animal dies without a sound.
842,chicken,2815,The chicken crows one last time before falling dead.
843,death chicken,2816,The wail of the wretched bird comes forth as it dies in a heap.
844,ancient gypsy woman,2817,Uttering a vile curse at you the gypsy falls lifeless at your feet.
845,gypsy protector,8753,The gypsy spits at you as he falls lifeless.
846,white hart,2818,"The white deer sprints away, vanishing from sight!"
847,white doe,2818,"The white deer sprints away, vanishing from sight!"
848,ivory golem,2819,The mighty creation falls into a pile of rubble at your feet.
849,Ghost of Justice Darkbane,2821,"With a howl of divine rage, the ghost vanishes!"
850,Dark Mage,2811,"With a final utterance, the Dark Mage completes his spell! You've failed!"
851,colossal midnight dragon,2839,"The dragon roars in fury, promising you a thousand agonies as it dies!"
852,Shadow Master,2837,The ninja bows to you silently before vanishing into the smoke.
854,Mayor of Arlysia,2822,The mayor suddenly screams in agony and becomes a massive beast!
855,townsman,2663,The townsman reaches for you before falling to the ground.
856,townswoman,2662,The woman shrieks for aid and falls to the ground.
857,townsman,2663,The townsman reaches for you before falling to the ground.
858,townswoman,2662,The woman shrieks for aid and falls to the ground.
859,arlysian guardsman,8241,"The guardsman utters a sharp cry, and collapses."
860,Inquisitor Armandriel,2823,The elder inquisitor reaches for you one last time before death.
861,Oik,844,"The shopkeeper utters one last pathetic whine, and dies."
863,Pastor Lander,2983,"The pastor throws up blood, failing to heal his fatal wounds."
866,vampire minion,2785,The vampire growls at you and turns into a mist!
867,horned spider,8354,The forest spider curls up and dies.
868,animated book,2889,The book abruptly turns to ash.
869,animated book,2889,The book abruptly turns to ash.
870,animated book,2889,The book abruptly turns to ash.
871,giant rat,27,The giant rat falls to the ground with a tortured squeak.
872,dirty fisherman,2915,The fisherman limply falls to the ground.
873,tsunami squid,2891,The squid retreats to the depths of the water.
874,pirate ghost,2892,The ghost cackles wickedly before vanishing into nothing!
875,first mate,2893,The undead creature lets out a gurgling howl.
876,Dread Captain,2894,The Dread Captain scowls at you before vanishing into ether.
877,death minion,3036,In a flash of darkness the minion vanishes.
878,animated sword,2851,"The animated blade loses its magic, and drops to the ground."
879,darken beast,2848,The shadow beast shatters into a thousand pieces before vanishing!
880,sea hag,2861,The sea hag cackles at you before falling back into the water.
881,severed waist,3037,"The waist is sliced in half, splitting its legs!"
882,dark cupid,2849,The darkling lets out a sorrowful croak!
883,canimera,2850,The nightmare beast lets out a horrid howl and dies in a bloody heap.
884,daggerweed,2860,The weed shrivels up somewhat and stops moving.
885,stitched zombie,2856,The zombie splits into a seperate torso and waist!
886,fiery skull,903,The silvery skull explodes in a shower of sparks!
887,old man,1800,"The madman breaths his last breath, and falls dead."
888,severed torso,3030,The torso falls apart into other pieces!
889,severed leg,2855,"The leg suddenly drops to the ground, entirely lifeless."
890,severed arm,2858,"The arm catches a deadly hit, and falls limply to the ground."
891,severed head,2857,"The head, split in two, falls to pieces on the ground."
892,giant locust,2854,The insect chirps one last time before dying.
893,Warmonger of Blood,2859,The minion of Blood roars at you in fury as a dark portal swallows him up!
894,gremlin witchdoctor,2812,With a horrid shriek the gremlin vanishes in a flash of acrid smoke!
895,stranglevine,2867,"The stranglevine stops struggling, signaling its demise."
896,skeletal parrot,3199,"The skeletal bird drops to the ground, shattering into a pile of dust!"
897,animated knight,2895,"The suit of armour clatters to the floor, but its sword remains!"
898,arachnigoth,2968,The undead spider gives a hellish shriek and vanishes!
899,deformed mutant,407,"The mutant sighs softy, and dies!"
900,blood skeleton,2897,The skeleton grins at you wickedly before crumbling into dust.
901,dirty farmer,2735,The traveler begins to change!
902,animated chains,2935,"The animated chains shatter, now a mass of rust and broken links."
903,dread planestalker,8754,"Heavily wounded, the creature shrieks and darts into the shadows!"
904,crimson mist,1037,The crimson mist suddenly solidifies and vanishes in a shower of blood!
905,guardsman,8241,"The guardsman utters a sharp cry, and collapses."
906,Dreadlord of Blood,2859,The minion of Blood roars at you in fury as a dark portal swallows him up!
908,giant rat,27,The giant rat falls to the ground with a tortured squeak.
910,Mayor Delanon,1358,The fallen angel bursts apart in whirlwind of fire.
911,Aeriana the Pure,2951,The dwarf growls at you and dies.
912,mammoth rot worm,1718,"The rot worm pukes up black bile, and dies in writhing anguish."
913,barmaid,846,"The barmaid lets out a loud yell, and dies!"
915,ivory golem,2819,The mighty creation falls into a pile of rubble at your feet.
916,Jandare Leafdancer,8465,"Aiken utters a sharp cry, and dies."
917,townsman,2663,The townsman reaches for you before falling to the ground.
918,townswoman,2662,The woman shrieks for aid and falls to the ground.
919,dirty fisherman,2915,The fisherman limply falls to the ground.
920,dirty farmer,2726,The farmer lets out a sigh of relief and falls lifeless.
921,Enigma Lord,3198,"The kai lord roars at you in anger, before disappearing into the shadows."
923,giant locust,2854,The insect chirps one last time before dying.
924,stitched zombie,8755,The abomination falls apart as a bone snake emerges from the corpse!
925,bone warrior,2407,The bone warrior falls to the ground in a dismantled heap!
926,bone warrior,2407,The bone warrior falls to the ground in a dismantled heap!
927,bone warrior,2407,The bone warrior falls to the ground in a dismantled heap!
928,wraith knight,2760,"The knight falls to the ground, now a pile of bone and metal."
929,crowned spider,8354,The forest spider curls up and dies.
930,Darken Beast Lord,3043,"With an animal roar, the beast lord falls to your feet in a bloody mess."
931,townsman,2663,The townsman reaches for you before falling to the ground.
932,townsman,2663,The townsman reaches for you before falling to the ground.
933,ancient gremlin shaman,2812,With a horrid shriek the gremlin vanishes in a flash of acrid smoke!
934,Lord Feyr,3031,"The warlord howls in rage, and falls to the ground with a crash!"
935,stitched zombie,8755,The abomination falls apart as a bone snake emerges from the corpse!
936,gnaj zombie,3110,The zombie explodes in a flurry of body parts!
937,mind flayer magus,1175,The mind flayer collapses into a puddle of blackish goo.
938,white assassin,2782,The assassin swings at you one last time before vanishing.
939,red worm,1592,"The giant worm spews up its meal, and dies."
940,purple worm,1592,"The giant worm spews up its meal, and dies."
941,white worm,1592,"The giant worm spews up its meal, and dies."
942,black worm,1592,"The giant worm spews up its meal, and dies."
943,massive black worm,1592,"The giant worm spews up its meal, and dies."
944,triceratops,3085,The lizard falls to the ground with a loud crash!
945,mirror portal,2072,The swirling grey portal folds in upon itself with a groan.
946,wraith spider,2968,The undead spider gives a hellish shriek and vanishes!
947,gnaj golem,8258,The golem abruptly falls into a heap of flesh and steel.
948,halfling prisoner,3174,"The prisoner howls with inhuman anger, and leaps into the air!"
949,Gnaj the Creator,2836,The old man lets out a ragged cough with his dying breath.
950,green demonling,2504,The demonling lets out a horrid shriek and melts into a pile of acid!
951,green demonling,2504,The demonling lets out a horrid shriek and melts into a pile of acid!
952,blue demonling,2504,The demonling lets out a horrid shriek and melts into a pile of acid!
953,red demonling,2504,The demonling lets out a horrid shriek and melts into a pile of acid!
954,flaming mammoth,3113,The demon falls over dead with a loud thud!
955,horned demon,3113,The demon falls over dead with a loud thud!
956,vision,1934,"The spectre shrieks in fury, and fades from view!"
957,shadow spectre,1934,"The spectre shrieks in fury, and fades from view!"
958,astral shade,8262,The shade vanishes with an eerie wail.
959,spectral mage,1934,"The spectre shrieks in fury, and fades from view!"
960,ghostly figure,1029,"The ghost sighs in relief, and vanishes."
962,bugbear,3183,With a loud roar the bugbear falls to the ground!
963,bugbear captain,3183,With a loud roar the bugbear falls to the ground!
964,ogre,8581,"The ogre topples to the ground, shaking the room!"
