spell_id,spell_name,start,stop,desc_msg_id,cast_start_self,cast_start_target,cast_start_room,start_msg_id
788,skull-beam,,,,You raise your skull-capped staff in the air!,%s raises their skull-capped staff in the air!,%s raises their skull-capped staff in the air!,2225
789,lightning shot,,,,You strike your stormmetal bracers together!,%s strikes the stormmetal bracers together!,%s strikes the stormmetal bracers together!,2227
790,combust,,,,,The %s glares at you!,The %s glares at %s!,2229
792,song of the elements,You feel protected from the elements.,You are no longer protected from the elements!,2304,,,,
794,dae asp poison 3,Venom runs through your veins!,The effects of the poison wear off!,2543,,,,
795,constriction,You are caught in the snake's coils.,You break free of the coils!,2269,,,,
797,dae asp poison 1,You feel ill.,The effects of the poison wear off!,8575,,,,
798,dae asp poison 2,Venom runs through your veins!,The effects of the poison wear off!,2543,,,,
799,wing cut,You bleed from a deep gash!,You stop bleeding.,2271,,,,
801,song of battle,Your blood races in your veins!,You begin to feel calmer.,2296,,,,
803,song of soothing,You feel soothed.,Your meditative state ends.,2298,,,,
804,merciful grace,,,,You raise a hand to the heavens!,%s raises a hand to the heavens!,%s raises a hand to the heavens!,2351
805,acid tempest,,,,You summon a powerful tempest into the room!,%s summons a powerful tempest into the room!,%s summons a powerful tempest into the room!,2305
807,grall bite,Your energies have been dampened!,The dampening effect has gone!,2306,,,,
808,grall claw,You feel magic being ripped from your body!,,2308,,,,
809,jeweled viper death,Your blood runs cold as ice!,The chill leaves your body!,2310,,,,
811,web entangle,You are entangled!,The effects of entangle wear off!,8530,,,,
812,web slow,You feel slow!,You speed up.,8536,,,,
813,misc,You feel oblivious!,Your awareness returns to normal.,85,,,,
816,divine courage,You feel very courageous!,You begin to feel less courageous.,2395,,,,
818,mamba fear effect,You are overcome by fear!,,2400,,,,
820,mamba poison,You feel ill.,The effects of the poison wear off!,8575,,,,
821,AG Wail,You are deathly afraid!,You don't feel quite so afraid anymore.,247,,,,
822,terror,You have gone mad!,The effects of the madness wear off!,2405,,,,
833,bone necklace,You are affected by a mana flux!,The mana flux dissipates rapidly.,1112,,,,
836,fear,You are afraid!,The effects of fear wear off!,8543,,,,
837,entangle,Your feet are incased in coral!,You can move again!,2429,,,,
844,salca dart,You feel weighed down!,Your strength returns!,2452,,,,
845,fangblade poison,You feel ill.,The effects of the poison wear off!,8575,You utter a word of power and point your blade at %s!,%s utters a word of power and points their blade at you!,%s utters a word of power and points their blade at %s!,3437
846,bane dart,,The magic courses through your body once again!,2453,,,,
847,net,You are entangled in a net!,You work yourself free.,2119,,,,
848,chain,You are caught in a chain!,You get back on your feet.,2470,,,,
853,wrathful curse,You feel unlucky!,The effects of curse wear off!,8540,,,,
854,nature tap,You feel the power of a nature tap!,Your tap into nature leaves your body!,2512,You tap into the wild forces of nature!,%s taps into the wild forces of nature!,%s taps into the wild forces of nature!,2511
858,form of the dragon,The spirit of the dragon inhabits your body!,The spirit of the dragon has left your body!,2440,,,,
859,heros tabard,You feel protected!,The protective magic fades.,2521,,,,
860,inquisitors cloak,You are blind!,You can see once more!,2522,,,,
861,firebrand cape,The fire of battle burns within your veins!,You lose the battle frenzy!,2523,,,,
862,folds of worship,You feel at one with the gods!,Your spiritual link fades to normal!,2524,,,,
863,faithkeeper,You feel the gods power manifest within you!,The guidance fades!,2525,,,,
864,death's shadow,The feeling of real ultimate power flows through you!,The feeling of power fades away!,2526,,,,
865,shawl of fortune,The grace of the ancient gypsies flows through you!,The ancient gypsy grace leaves your body!,2529,,,,
866,tails of battle,The dance of battle fills your mind!,The battle song fades!,2531,,,,
867,runed cape,Eldritch power surges within you!,The surge fades away!,2533,,,,
868,leafwoven cloak,The energy of the earth flows through you!,The energies return to the land!,2535,,,,
869,mantle of the woodsman,The feel of the hunt pulses in your veins!,The spirit of the hunt dissipates!,2537,,,,
870,peasant cloak,Your mind is at peace!,The chaos of the world returns!,2539,,,,
872,cloak of faith,You feel the power of the gods touch your body!,The blessing fades away!,2542,,,,
873,smite,You feel powerful!,The effects of smite wear off!,8532,,,,
874,speed,You feel fast!,You slow down.,8537,,,,
875,magic armour,You feel armoured!,The effects of magic armour wear off!,8533,,,,
876,rapid healing,You are healing faster!,Your healing rate returns to normal.,86,,,,
879,form of the crane,The spirit of the crane inhabits your body!,The spirit of the crane has left your body!,2439,,,,
880,form of the gorilla,The spirit of the gorilla inhabits your body!,The spirit of the gorilla has left your body!,2441,,,,
881,form of the monkey,The spirit of the monkey inhabits your body!,The spirit of the monkey has left your body!,2442,,,,
882,form of the viper,The spirit of the viper inhabits your body!,The spirit of the viper has left your body!,2444,,,,
884,envelops,You are on fire!,The flames enveloping you die down!,8596,,,,
897,globe of the elements,A globe of the elements surrounds you!,The globe dissipates into nothing!,2604,,,,
899,necromantic storm,,,,,%s makes a vile gesture and speaks in a guttural tongue!,,3204
900,frigid blast of wind,You are frozen to the ground!,You become unfrozen.,196,,,,
905,poison darts,You feel ill.,The effects of the poison wear off!,8575,,,,
917,carved ivory mask,A glowing flame gives you magical sight.,The glowing flame floating over you vanishes without a sound.,2644,You pass your hand over the mask and invoke its power!,,%s's mask glows softly!,2917
923,bridge jump,,,,You find yourself in the ice cold river!,,,2798
927,earthquake hold,You are flat on your back!,You get back on your feet.,648,,,,
928,black curse,You feel VERY unlucky!,The effects of greater curse wear off.,549,,,,
930,phoenix terror,You are afraid!,The effects of fear wear off!,8543,,,,
932,planewalker wail,You are deathly afraid!,You don't feel quite so afraid anymore.,247,,,,
933,darkness,You are enveloped in darkness!,The unnatural darkness lifts.,1312,,"The %s exudes a strange, overpowering aura.",,1828
934,drenched in acid,You are covered in acid!,The acid covering you dries up.,87,,,,
937,gruesome curse,You don't feel so good.,"You begin to feel better, the taint removed.",2700,You utter a guttural incantation.,%s utters a guttural incantation.,%s utters a guttural incantation.,1292
938,wretched boils,Boils fester all over your body!,The boils vanish from your body.,2699,You make a vile gesture and speak in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,2831
939,paralysis,Your legs are paralyzed!,You can move again!,8544,,,,
940,fear,You are afraid!,The effects of fear wear off!,8543,,,,
946,burrows,Something is burrowing into you!,,2749,,,,
947,burrows deeper,You are on the doorstep of death!,,2750,,,,
949,frail,You feel weak and powerless!,You feel your strength return.,1172,,,,
951,convulsions,You are in convulsions!,Your body returns to normal.,2752,,,,
952,disease,You are diseased!,The disease dies down.,692,,,,
953,lacerate,You are bleeding all over the place!,You stop bleeding.,236,,,,
954,death ray,,,,,The beholder gazes at you with an eyestalk!,The beholder gazes at %s with an eyestalk!,1061
955,necromantic beam,,,,,The beholder gazes at you with an eyestalk!,The beholder gazes at %s with an eyestalk!,1061
956,frail,You feel weak and powerless!,You feel your strength return.,1172,,The beholder gazes at you with an eyestalk!,The beholder gazes at %s with an eyestalk!,1061
957,fear,You are afraid!,The effects of fear wear off!,8543,,,,
958,necro drain,You feel your lifeforce begin to drain!,Your lifeforce is back to normal.,2768,,,,
960,entangles,You are entangled!,The effects of entangle wear off!,8530,,,,
961,rosebush sleep,You are lulled to sleep by a toxic fragerance!,You awaken from unnatural slumber.,3041,,,,
963,necro drain,You feel your lifeforce begin to drain!,Your lifeforce is back to normal.,2768,,,,
965,card-wizard,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
966,card-priest,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
967,card-knight,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
968,card-chariot,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
969,card-grail,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
970,card-sun,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
971,card-wheel of fortune,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
972,card-angel,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
973,card-death,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
974,card-fool,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
975,card-swamp,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
976,card-void,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
983,card-demon,The gaze of luck is upon you.,The gaze of luck is no longer upon you!,2763,,,,
985,lacerate,You are bleeding all over the place!,You stop bleeding.,236,,,,
986,sdfsdfsdfsdfs,You are diseased!,The disease dies down.,692,,,,
991,deeply bite,,,,You reach out and grab %s by the neck!,%s reaches out and grabs your neck!,%s reaches out and grabs %s's neck!,3035
992,plague,You are plagued!,The plague dies down.,584,You make an arcane gesture!,%s makes an arcane gesture!,%s makes an arcane gesture!,583
1003,frozen spike,,,,You point your finger at %s and clench your fist.,%s points a finger at you and clenches a fist.,%s points a finger at %s and clenches a fist.,621
1004,manashield,You are surrounded by a shield of mana!,Your manashield dissolves into nothingness.,2804,,,,
1005,exalted word,,,,You raise your palm towards %s!,%s raises their palm towards you!,%s raises their palm towards %s!,1046
1006,gaunts,,,,You lay hands on %s.,%s lays hands on you!,%s lays hands on %s!,234
1008,necromantic bolt,,,,You raise your palm towards %s!,%s raises their palm towards you!,%s raises their palm towards %s!,1046
1009,sunburst,,,,You raise your necklace and invoke its power!,%s raises their necklace and invokes its power!,%s raises their necklace and invokes its power!,2844
1010,unholy light,,,,You open your great maw!,The %s opens their great maw!,The %s opens their great maw!,2870
1011,shadow breath,,,,,The %s inhales deeply and blasts out a cone of shadows!,,2840
1012,rejuvinating field,You are regenerating quickly!,You stop regenerating.,823,You make an arcane gesture!,%s makes an arcane gesture!,%s makes an arcane gesture!,570
1013,resist lightning,You feel resistant to lightning!,The effects of resist lightning wear off!,8529,,,,
1014,song of enlightenment,Your mind is enlightened!,The feeling of enlightenment passes.,2792,,,,
1015,freezing,You are freezing!,You are no longer freezing.,84,,,,
1016,natural prowess,Wild forces of nature enhance your prowess!,The forces of nature leave you.,2513,,,,
1018,chain lightning,,,,You move your hands in a mystical pattern!,%s moves their hands in a mystical pattern!,%s moves their hands in a mystical pattern!,2802
1019,cloud of decay,The taint of decay envelopes you!,The taint of decay leaves you!,3478,You wave your hands about expansively.,%s makes a sweeping gesture.,%s makes a sweeping gesture.,104
1020,ethereal taint,Tainted ether surrounds you!,The tainted ether vanishes!,3480,You make an arcane gesture!,%s makes an arcane gesture!,%s makes an arcane gesture!,570
1021,song of futility,The feeling of futility encompasses your thoughts.,The feeling of futility wears off!,3476,,,,
1022,song of hopelessness,"A dark, menacing cloud appears, flooding the room!","A dark, menacing cloud appears, flooding the room!",3477,,,,
1024,plague,A plague is consuming your flesh!,The plague has left your ravaged body.,2833,You make a vile gesture and speak in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,2831
1025,damnation,You are damned!,The malaise of your soul has lifted.,2830,You make a vile gesture and speak in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,2831
1026,spore cloud,Your lungs are filled with spores!,Your lungs fill with fresh air.,2803,You toss some spores into the air!,%s tosses some spores into the air!,%s tosses some spores into the air!,2801
1033,blind globe,You are enveloped in darkness!,The unnatural darkness lifts.,1312,,,,
1035,stinky cloud,You feel nauseous!,You feel less sick.,71,,,,
1038,prismatic beam,,,,You make an arcane gesture!,%s makes an arcane gesture!,%s makes an arcane gesture!,570
1039,restoration,,,,You lay your hands upon %s.,%s lays hands upon you.,%s lays hands upon %s.,635
1041,bladed sphere,You are surrounded by a sphere of blades!,Your sphere disappears into thin air.,2881,,,,
1042,glacial mist,You are freezing!,You are no longer freezing.,84,You clutch at the sky.,%s clutches at the sky.,%s clutches at the sky.,106
1046,protective shell,You are encompassed by a protective shell!,Your protective shell vanishes into nothing.,2876,,,,
1047,boulder,,,,You point your finger at %s and clench your fist.,%s points a finger at you and clenches a fist.,%s points a finger at %s and clenches a fist.,621
1048,inferno,,,,You point your finger at %s and clench your fist.,%s points a finger at you and clenches a fist.,%s points a finger at %s and clenches a fist.,621
1053,resist stone,You feel resistant to stone!,The effects of resist stone wear off!,3481,,,,
1055,BCNS,You are stunningly attractive!,Your charm returns to normal.,3498,,,,
1056,dark binding,Your energies are bound to the earth!,Your energies flow unbound.,3132,You lower your head and begin to chant in arcane tones.,%s begins to chant in arcane tones.,%s begins to chant in arcane tones.,822
1057,hellstorm,,,,You scatter some ashes in a sweeping motion!,%s scatters some ashes in a sweeping motion!,%s scatters some ashes in a sweeping motion!,572
1058,eldritch storm,,,,You raise your hands in the air!,%s makes a sweeping gesture!,%s makes a sweeping gesture!,566
1059,divine healing,,,,"Your hand glows with a golden aura, and you touch %s.","%s's hand glows with a golden aura, and they touch you.","%s's hand glows with a golden aura, and they touch %s.",2926
1060,priestly benediction,You are filled with a feeling of grace.,The feeling subsides.,2927,,,,
1061,dark transfusion,You are filled with a feeling of grace.,The feeling subsides.,2927,,,,
1062,barbskin,Iron spikes protrude from your skin!,Your skin returns to normal.,2878,,,,
1063,comet,,,,You move your hands about in an intricate pattern!,%s weaves an intricate pattern in the air!,%s weaves an intricate pattern in the air!,595
1064,yellow beam,You feel slow!,You speed up.,8536,,,,
1065,violet beam,You are confused!,The effects of confusion wear off!,8538,,,,
1066,black beam,You are blind!,You can see again!,8534,,,,
1067,red beam,You feel weak and powerless!,You feel your strength return.,1172,,,,
1068,green beam,You feel ill.,The effects of the poison wear off!,8575,,,,
1069,yellow wave,You feel slow!,You speed up.,8536,,,,
1070,violet wave,You are confused!,The effects of confusion wear off!,8538,,,,
1071,black wave,You are blind!,You can see again!,8534,,,,
1072,red wave,You feel weak and powerless!,You feel your strength return.,1172,,,,
1073,green wave,You feel ill.,The effects of the poison wear off!,8575,,,,
1074,prismatic blast,,,,You make an arcane gesture!,%s makes an arcane gesture!,%s makes an arcane gesture!,570
1081,tainted word,,,,You raise your palm towards %s!,%s raises their palm towards you!,%s raises their palm towards %s!,1046
1093,web,You are caught in a cocoon!,You break free of the cocoon!,2971,,,,
1095,rotten eye,You feel nauseous!,You feel less sick.,71,,,,
1096,balanced word,,,,You raise your palm towards %s!,%s raises their palm towards you!,%s raises their palm towards %s!,1046
1098,angelic halo,A halo appears over your head!,Your halo vanishes!,2923,,,,
1099,balanced sight,You have the clarity of an ordered mind.,The clarity has vanished.,2924,,,,
1100,gypsy combo,,,,You make a powerful incantation!,%s makes a powerful incantation!,%s makes a powerful incantation!,2042
1102,infernal darkness,An unnatural darkness surrounds you!,The unnatural darkness dissipates.,1322,,,,
1103,song of knowledge,You feel smart!,Your intelligence returns to normal.,8549,,,,
1104,song of sageness,You feel wise!,Your wisdom returns to normal.,8550,,,,
1106,song of force,You feel strong!,Your strength returns to normal.,8551,,,,
1108,song of swiftness,You feel agile!,Your agility returns to normal.,8552,,,,
1109,strut,You are mesmerized!,The effects of the hot pants wear off!,3373,,,,
1110,sleep,You are lulled into a magical slumber!,You awaken from the unnatural slumber.,958,,,,
1111,beholder death,You feel nauseous!,You feel less sick.,71,,,,
1112,earthbind,Your energies are bound to the earth!,Your energies flow unbound.,3132,You lower your head and begin to chant in arcane tones.,%s begins to chant in arcane tones.,%s begins to chant in arcane tones.,822
1113,monster dark plague,A plague is consuming your flesh!,The plague has left your ravaged body.,2833,You make a vile gesture and speak in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,2831
1118,lunar beam,,,,,The %s points at you and clenches his fist!,The %s points at %s and clenches his fist!,277
1129,bubbling blue potion,You feel nauseous!,You feel less sick.,71,,,,
1134,leprosy,You are covered in festering wounds!,The festering wounds covering your body close abruptly.,920,The %s shrieks a word in an evil-sounding tongue!,The %s shrieks a word in an evil-sounding tongue!,The %s shrieks a word in an evil-sounding tongue!,921
1138,mana dead,Something has poisoned your mana!,Your mana returns to normal.,3019,,,,
1141,web,You are caught in a cocoon!,You break free of the cocoon!,2971,,,,
1155,jagged lightning bolt,,,,You point your iron wand at %s!,%s points their iron wand at you!,%s points their iron wand at %s!,3138
1156,ruby staff,,,,You point your ruby staff at %s!,%s points their ruby staff at you!,%s points their ruby staff at %s!,3139
1159,fist of death,,,,You point your finger at %s and clench your fist.,%s points a finger at you and clenches a fist.,%s points a finger at %s and clenches a fist.,621
1162,rainbow1,Boils fester all over your body!,The boils vanish from your body.,2699,,,,
1163,rainbow2,You feel dizzy and weak!,You are no longer dizzy and weak!,388,,,,
1165,rain of blood,,,,,The %s clutches at the sky!,,480
1169,spear slam knockdown,You are flat on your back!,You get back on your feet.,648,,,,
1173,destructo smash,,,,"You raise your hammer high, and smash it into the ground!","%s raises their hammer high, and smashes it into the ground!","%s raises their hammer high, and smashes it into the ground!",3055
1176,mass entangle,You are entangled!,The effects of entangle wear off!,8530,,The %s makes an arcane gesture!,,533
1178,fear1,You are afraid!,The effects of fear wear off!,8543,,,,
1179,fear2,You are too scared to flee!,You feel braver.,194,,,,
1180,fear3,You are deathly afraid!,You don't feel quite so afraid anymore.,247,,,,
1185,blur,You are blurred!,The effects of blur wear off.,68,,,,
1186,smite,You feel powerful!,The effects of smite wear off!,8532,,,,
1188,yellow beam,You feel slow!,You speed up.,8536,,,,
1189,violet beam,You are confused!,The effects of confusion wear off!,8538,,,,
1190,black beam,You are blind!,You can see again!,8534,,,,
1191,red beam,You feel weak and powerless!,You feel your strength return.,1172,,,,
1192,green beam,You feel ill.,The effects of the poison wear off!,8575,,,,
1193,green beam,You feel ill.,The effects of the poison wear off!,8575,,,,
1194,stoneskin,Your skin is as hard as stone!,Your skin returns to normal.,579,,,,
1197,spirit horde,,,,,%s scatters some ashes in a sweeping motion!,,3203
1198,demon summon,,,,You make a vile gesture and speak in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,2831
1203,tail quake,,,,,The %s slams its tail into the ground!,,3172
1206,fungus cloud,Your lungs are filled with spores!,Your lungs fill with fresh air.,2803,,,,
1209,gnaj bolt,,,,You point your finger at %s and clench your fist.,%s points a finger at you and clenches a fist.,%s points a finger at %s and clenches a fist.,621
1212,gnaj explosion,,,,,A chilling wave of dark energy erupts from the remains of the %s!,,2309
1215,eldritch storm,,,,You glow bright red and point a finger at %s!,%s glows bright red and points a finger at you!,%s glows bright red and points a finger at %s!,3088
1222,ether death,,,,You draw chaotic energy from the ether!,%s draws chaotic energy from the ether!,%s draws chaotic energy from the ether!,1108
1230,fear,You are afraid!,The effects of fear wear off!,8543,,,,
1234,kill enigma,You are covered in acid!,The acid covering you dries up.,87,,%s throws a potion to the ground!,,3196
1237,wretched boils,Boils fester all over your body!,The boils vanish from your body.,2699,,,,
1238,gruesome curse,You don't feel so good.,"You begin to feel better, the taint removed.",2700,,,,
1240,burning death,You are on fire!,The flames enveloping you die down!,8596,,,,
1241,starbeam,,,,You point your silverwood staff at %s and invoke its power!,%s points the silverwood staff at you!,%s points the silverwood staff at %s!,1034
1242,sdfsdfsdffsdfsd,You are confused!,The effects of confusion wear off!,8538,You raise your hands in the air!,%s makes a sweeping gesture!,%s makes a sweeping gesture!,574
1244,stun,You are stunned!,You are no longer stunned.,57,,,,
1245,knockdown,You are flat on your back!,You get back on your feet.,648,,,,
1247,hellstorm,,,,,%s scatters some ashes in a sweeping motion!,,3203
1248,bloodstone bracers,You are stunned!,You are no longer stunned.,57,,%s crosses their bracers!,,3206
1249,bone necklace,You are affected by a mana flux!,The mana flux dissipates rapidly.,1112,,,,
1250,roar,You are too scared to flee!,You feel braver.,194,,,,
1255,gust of wind,You are flat on your back!,You get back on your feet.,648,,,,
1261,dirty pool,,,,You drink from the oasis pool.,,%s drinks from the oasis pool.,3235
1262,bolt of light,,,,You begin to glow brightly!,%s begins to glow brightly!,%s begins to glow brightly!,2103
1265,ruby-encrusted fire,,,,You cross your bracers!,%s crosses their bracers!,%s crosses their bracers!,123
1266,bloodstone bracers,You are stunned!,You are no longer stunned.,57,You cross your bracers!,%s crosses their bracers!,%s crosses their bracers!,123
1269,ice shield,You feel resistant to cold!,The effects of resist cold wear off!,8526,,,,
1270,fire shield,You feel resistant to fire!,The effects of resist fire wear off!,8527,,,,
1271,lightning shield,You feel resistant to lightning!,The effects of resist lightning wear off!,8529,,,,
1301,barbed tentacles,,,,You make a sweeping gesture!,%s makes a sweeping gesture!,%s makes a sweeping gesture!,552
1302,energy vortex,,,,,"%s flaps its huge wings, and speaks a vile word!",,3257
1310,sandstorm,A sandstorm surrounds you!,"The sandstorm subsides, allowing your scathed flesh to heal.",3406,You move your hands about in an intricate pattern!,%s weaves an intricate pattern in the air!,%s weaves an intricate pattern in the air!,595
1311,glacial blades,,,,You make a complex circling gesture!,%s makes a complex circling gesture!,%s makes a complex circling gesture!,578
1312,,You are stunned!,You are no longer stunned.,57,,,,
1313,voodoo doll,,,,You glare at %s as you invoke your voodoo doll!,%s glares at you as they invoke their voodoo doll!,%s glares at %s as they invoke their voodoo doll!,3419
1314,camouflage,You are covered in magical camouflage!,The magic camouflage fades away!,3422,,,,
1315,unholy fanaticism,You are in a state of fanatical fury!,You feel yourself becoming calmer.,2171,,,,
1316,blessed vision,,,,You close your eyes and recite a prayer.,%s closes their eyes and recites a prayer.,%s closes their eyes and recites a prayer.,2808
1317,curing wind,,,,You raise a hand to the heavens!,%s raises a hand to the heavens!,%s raises a hand to the heavens!,2351
1318,foot quake,,,,,The %s stomps its feet in rage!,The %s stomps its feet in rage!,3275
1319,spike spin,,,,You curl into a ball!,%s curls into a ball!,%s curls into a ball!,3278
1336,galacial mist,You are freezing!,You are no longer freezing.,84,,The %s clutches at the sky!,,480
1353,chain lightning,,,,The %s suddenly turns dark!,,,3355
1355,wretched boils,Boils fester all over your body!,The boils vanish from your body.,2699,,,,
1362,partial petrification,You are partially petrified!,Your body returns to normal.,88,,The %s gazes right into your eyes!,The %s gazes at %s!,1050
1363,ice storm,You are freezing!,You are no longer freezing.,84,You wave your hands about expansively.,%s makes a sweeping gesture.,%s makes a sweeping gesture.,104
1364,petrification,You are transformed into stone!,Your body returns to its normal state!,1049,,The %s gazes right into your eyes!,The %s gazes at %s!,1050
1366,poison bite,You feel ill.,The effects of the poison wear off!,8575,,,,
1367,exorcism,,,,You glow a brilliant white and point a finger at %s!,%s glows a brilliant white and points a finger at you!,%s glows a brilliant white and points a finger at %s!,3443
1369,earthquake,,,,,The %s makes a sharp gesture!,The %s makes a sharp gesture!,1314
1373,ray of petrification,You are transformed into stone!,Your body returns to its normal state!,1049,,The %s gazes right into your eyes!,The %s gazes at %s!,1050
1374,maelstrom,,,,,The %s makes a sweeping gesture.,,198
1377,serenity,You feel calm and serene.,The feeling of serenity fades away.,3403,,,,
1378,profane link,A profane link is enhancing your power!,The link fades away into nothingness.,3404,,,,
1379,ice shield,You feel resistant to cold!,The effects of resist cold wear off!,8526,,,,
1380,fire shield,You feel resistant to fire!,The effects of resist fire wear off!,8527,,,,
1381,glacial skin,Your skin is covered in hardened protective ice!,The protective ice melts and your skin returns to normal.,3442,,,,
1382,shimmering mirage,You are fading in and out of view!,The shimmering glow fades away.,3415,,,,
1383,sacred bastion,You are surrounded in a silvery aura!,The silvery aura fades.,158,You close your eyes and recite a prayer.,%s closes their eyes and recites a prayer.,%s closes their eyes and recites a prayer.,2808
1384,hellfire shield,You are surrounded by an aura of hellfire!,The flames die down into nothingness.,3421,You make a vile gesture and speak in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,2831
1388,song of beauty,You feel radiant!,Your charm returns to normal.,3440,,,,
1389,song of ugliness,You feel repulsive!,Your charm returns to normal.,3441,,,,
1391,mesmerize,You are mesmerized!,You are no longer mesmerized!,3450,,"%s dances around you, intoxicating you with her movements!",,3451
1392,Dancing fire,,,,,%s raises and furls her skirts!,%s raises and furls her skirts!,3452
1393,magma wave,,,,,"%s raises her head and arms, and the magma begins to rise!",,3454
1394,incinerate,,,,,%s lowers her head and raises her arms!,,3456
1395,kiss of Vasili,,,,,"%s kisses her palm, and waves her hand across the room!",,3458
1396,magma bubbles,,,,,"%s swallows a ball of magma, and starts blowing molten bubbles!",,3460
1397,dancing fire,,,,You raise and furl your skirts!,%s raises and furls their skirts!,%s raises and furls their skirts,3462
5000,boulder,,,,You point your finger at %s and clench your fist.,%s points a finger at you and clenches a fist.,%s points a finger at %s and clenches a fist.,621
5001,dark plague,A plague is consuming your flesh!,The plague has left your ravaged body.,2833,You make a vile gesture and speak in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,%s makes a vile gesture and speaks in a guttural tongue!,2831
5002,frozen spike,,,,You point your finger at %s and clench your fist.,%s points a finger at you and clenches a fist.,%s points a finger at %s and clenches a fist.,621
5003,inferno,,,,You point your finger at %s and clench your fist.,%s points a finger at you and clenches a fist.,%s points a finger at %s and clenches a fist.,621
5004,ember,,,,You glow bright red and point a finger at %s!,%s glows bright red and points a finger at you!,%s glows bright red and points a finger at %s!,3088
5005,acid tempest,,,,You summon a powerful tempest into the room!,%s summons a powerful tempest into the room!,%s summons a powerful tempest into the room!,2305
5006,summon fire elemental,,,,You make a sweeping gesture!,%s makes a sweeping gesture!,%s makes a sweeping gesture!,552
5007,summon ice elemental,,,,You make a sweeping gesture!,%s makes a sweeping gesture!,%s makes a sweeping gesture!,552
5008,summon lightning elemental,,,,You make a sweeping gesture!,%s makes a sweeping gesture!,%s makes a sweeping gesture!,552
5009,summon stone elemental,,,,You make a sweeping gesture!,%s makes a sweeping gesture!,%s makes a sweeping gesture!,552
5011,earthquake,,,,You make a sharp gesture!,%s makes a sharp gesture!,%s makes a sharp gesture!,586
5014,chain lightning,,,,You move your hands in a mystical pattern!,%s moves their hands in a mystical pattern!,%s moves their hands in a mystical pattern!,2802
5015,bladed sphere,You are surrounded by a sphere of blades!,Your sphere disappears into thin air.,2881,,,,
5016,hellstorm,,,,You scatter some ashes in a sweeping motion!,%s scatters some ashes in a sweeping motion!,%s scatters some ashes in a sweeping motion!,572
5018,sphere of implosion,,,,You point your finger at %s and utter a harsh word!,%s points at you and utters a harsh word!,%s points at %s and utters a harsh word!,279
5019,blizzard,,,,You sketch a mystical symbol in the air.,%s sketches a mystical symbol in the air.,%s sketches a mystical symbol in the air.,631
5020,eldritch storm,,,,You raise your hands in the air!,%s makes a sweeping gesture!,%s makes a sweeping gesture!,566
5021,forked lightning,,,,You raise your hands and utter a word of power!,%s raises a hand and utters a word of power!,%s raises a hand and utters a word of power!,1999
5023,dragonfire,,,,You make a complex circling gesture!,%s makes a complex circling gesture!,%s makes a complex circling gesture!,578
5024,spirit horde,,,,You scatter some ashes in a sweeping motion!,%s scatters some ashes in a sweeping motion!,%s scatters some ashes in a sweeping motion!,572
5027,ice storm,You are freezing!,You are no longer freezing.,84,You wave your hands about expansively.,%s makes a sweeping gesture.,%s makes a sweeping gesture.,104
5031,exalted word,,,,You raise your palm towards %s!,%s raises their palm towards you!,%s raises their palm towards %s!,1046
5032,tainted word,,,,You raise your palm towards %s!,%s raises their palm towards you!,%s raises their palm towards %s!,1046
5033,soul rip,,,,You begin to chant in a fierce tone!,%s begins to chant in a fierce tone!,%s begins to chant in a fierce tone!,3086
5034,soulstrike,,,,You make a powerful incantation!,%s makes a powerful incantation!,%s makes a powerful incantation!,2042
5050,dice roll,,You shake your dice and roll!,8644,,,,
5101,breathes,Suffocating fumes overwhelm you!,The suffocating fumes dissipate.,8706,,,,
5103,spear of dark energy,,,,You make a sharp gesture towards %s!,%s makes a sharp gesture!,%s makes a sharp gesture!,8711
5106,blast of sand,,,,You make a sharp gesture towards %s!,%s makes a sharp gesture!,%s makes a sharp gesture!,8711
5107,thrash,,,,,"The %s thrashes about, and the ceiling begins to collapse!",,8723
